zmp3_name	zmp3_id	artist_group	community	cluster	zmp3_genre1	zmp3_genre2	zmp3_genre3	zmp3_genre4
MBK	3344	Pop 2000 sến	0	6.0	Việt Nam			
Vũ Minh	101667		0	39.0	Việt Nam	Nhạc Trữ Tình		
N9	3368	Pop 2000 sến	0		Việt Nam			
Hy.	68928		0	15.0	Việt Nam			
Huyền Anh (Bà Tưng)	68953		6	0.0	Việt Nam			
Cào	789868		12	46.0	Việt Nam	Rap Việt		
SODA	789870		12	46.0	Việt Nam	Rap Việt		
Bé Bảo Trinh	2035056		33	14.0	Nhạc Thiếu Nhi	Việt Nam		
Tuyết Hồng	101749		6	33.0	Việt Nam			
Quang Vinh	3459		6	11.0	Việt Nam	Nhạc Trữ Tình		
Roy P	36238		12		Việt Nam	Rap Việt		
Duy Thanh	101775		6	16.0	Việt Nam	Nhạc Trữ Tình		
Trúc Chi	429471		6		Việt Nam	Nhạc Trữ Tình		
Slim V	101805		0	26.0	Việt Nam			
Bé Thùy Trang	69057		33	14.0	Việt Nam	Nhạc Thiếu Nhi		
Giáng My	429529		0	39.0	Việt Nam			
Đặng Thái Hiển	69098		6		Nhạc Trữ Tình	Việt Nam		
Lê Phương	69104		0	14.0	Việt Nam			
Phạm Minh Huy	429554	Pop sến loại 2	0		Việt Nam	V-Pop		
Bảo Trâm	953866		0	1.0	Việt Nam	V-Pop	Nhạc Phim	
Mạnh Cường	986635	Pop miền Tây	0	5.0	Việt Nam	V-Pop		
Thanh Phú	429610		6		Việt Nam			
Phạm Triệu Viễn	1019492		0	39.0	Việt Nam	V-Pop		
Dương Ngọc Đàm	3688	Pop 2000 sến	6	34.0	Việt Nam			
Bé Hà Vy	69234		33	15.0	Việt Nam	Nhạc Thiếu Nhi		
Ngọc Minh	3698		0		Việt Nam			
Ngọc Hiển	69238		0	39.0	Việt Nam	Nhạc Phim		
95G	1150585		12	45.0	Việt Nam	Rap Việt		
Lâm Kim Loan	954011	Pop sến loại 2	0		Việt Nam	V-Pop		
Tuấn Đức	69277		0	15.0	Việt Nam			
Công Bằng	36510		6		Việt Nam	Nhạc Trữ Tình		
Chế Dũng	69280		6	33.0	Nhạc Trữ Tình	Việt Nam		
Tuấn Kiệt	429751	Pop sến loại 2	0		Việt Nam			
Khả Hiệp	790217	Pop sến loại 2	0		Việt Nam	V-Pop		
	2395851		12	24.0				
Quang Huy	1937114		6		Việt Nam	Nhạc Trữ Tình		
Phạm Quỳnh Anh	3808		0	39.0	Việt Nam			
LYM	790241		0		Việt Nam	Rap Việt		
Sơn Vie	1969894		0	32.0	Việt Nam	V-Pop		
Ngô Thủy Tiên	36582		0	0.0	Việt Nam			
Sĩ Phú	3817		6	18.0	Việt Nam	Nhạc Trữ Tình	Nhạc Cách Mạng	
Jin Tuấn Nam	790253		0		Việt Nam	Rap Việt		
Hồ Hán Dân	429832		6	33.0	Việt Nam	Nhạc Trữ Tình		
Suno Nguyễn	429843	Pop sến loại 2	0	39.0	Việt Nam			
Nhật Quốc - Tấn Quốc	3867	Pop 2000 sến	0	39.0	Việt Nam			
Nhóm Quả Dưa Hấu	3874		0		Việt Nam			
Diệu Hiền	3876		6	7.0	Việt Nam	Cải Lương		
Ruby N	36645		12	41.0	Rap Việt	Việt Nam		
Thu Ba	3895		0	5.0	Việt Nam			
Trần Duy Hưng	429883		6	10.0	Việt Nam	Nhạc Tôn Giáo		
Bé Kỳ Kỳ	429896		33	15.0	Việt Nam	Nhạc Thiếu Nhi		
Tú Dưa	102217		0	39.0	Việt Nam			
Mai Trinh	102226		6	10.0	Việt Nam			
Trạng Lê	1118045		6		Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Đông Nguyễn	36702		6	33.0	Việt Nam	Nhạc Trữ Tình		
Lâm Nhi	2068327		0	39.0	V-Pop	Việt Nam		
Long Misu	954235		33	39.0	Việt Nam	Nhạc Thiếu Nhi		
HMG	2068359		33	14.0	V-Pop	Việt Nam		
Bảo Thy	429968		0	0.0	Việt Nam			
Tào Lữ Phụ	429976		0	39.0	Việt Nam			
Hồng Cẩm Huệ	2297758		6		Việt Nam	Nhạc Trữ Tình		
Duy Phúc	790440		0	35.0	Việt Nam	V-Pop		
Lệ Nam	430026		0	0.0	Việt Nam			
$hen	1871831		0		Việt Nam	Rap Việt		
Yenhi	1871834		12	0.0	Việt Nam	Rap Việt	V-Pop	
Đông Duy	4068	Pop 2000 sến	0		Việt Nam			
Hứa Huy Thiên	430055		0	39.0	Việt Nam	V-Pop		
Chubi Trần	36875		0	39.0	Việt Nam	Nhạc Trữ Tình		
Liêu Ngọc Lan	69644		0	39.0	Việt Nam			
Trường Hải	102422		6		Việt Nam	Nhạc Trữ Tình		
Lê Minh Hiếu	430105	Pop sến loại 2	0	39.0	Việt Nam			
Burin	69664		0	0.0	Việt Nam			
Đinh Vũ Duy	430119		12	47.0	Việt Nam	Rap Việt		
Đoàn Phi	4135		6	0.0	Việt Nam	Nhạc Trữ Tình		
Huyền Cầm	1019945		0	39.0	Việt Nam	V-Pop		
Vy Napi’s	1871927		12		Việt Nam	Rap Việt		
KyOzz	1871928		12		Việt Nam	Rap Việt		
New$oulZ	1871932		12		Việt Nam	Rap Việt		
Hảo PV	1871943		12		Việt Nam	Rap Việt		
LCT	1871949		12		Việt Nam	Rap Việt		
Bi TvK	1871950		12	0.0	Việt Nam	Rap Việt		
Silly SK	1871951		12	0.0	Việt Nam	Rap Việt		
Ánh Hồng	7350		6	7.0	Việt Nam	Cải Lương		
Hoàng Thống	987263		6	12.0	Việt Nam	Nhạc Trữ Tình	Nhạc Cách Mạng	
Lê Đình Minh Ngọc	430209	Pop Ballad Flop	0	39.0	Việt Nam	V-Pop	Nhạc Trữ Tình	
Kevin Trần	430210	Pop sến loại 2	0	32.0	Việt Nam	V-Pop		
Hoàng Thế Dũng	69818		6	33.0	Việt Nam	Nhạc Trữ Tình		
Đỗ Ngọc Thắng	69834	Pop sến loại 2	0	20.0	Việt Nam			
Lý Thế Dân	69837	Pop sến loại 2	0		Việt Nam			
Liễu Gia Hưng	430287		6	0.0	Việt Nam			
Trang Hàn	430289		0		Việt Nam			
Sean	790758		0	27.0	Việt Nam	Rap Việt	R&B Việt	
Sĩ Hùng Jiki	430310	Pop sến loại 2	0	39.0	Việt Nam			
Phạm Đức Thành	37100		6		Việt Nam	Nhạc Không Lời	Hòa Tấu	Nhạc Cụ Dân Tộc
Viễn Sơn	7378		6	7.0	Việt Nam	Cải Lương		
Bá Hưng	69905		0		Việt Nam			
Tiến Nhỏ	954648		0		Việt Nam	V-Pop		
Phạm Phương Anh	69923	Pop sến loại 2	0	39.0	Việt Nam			
Khánh Trung	4395	Pop 2000 sến	0		Việt Nam	V-Pop		
Thanh Phong	1151276		0	39.0	Việt Nam	V-Pop		
Thích Trí Thoát	69953		6	10.0	Việt Nam	Nhạc Tôn Giáo		
Thích Huệ Duyên	69957		6	10.0	Việt Nam	Nhạc Tôn Giáo		
La Chí Tùng	37206		0	39.0	Việt Nam			
DucKnight	954711		12	39.0	Việt Nam	Rap Việt		
BiTu (B.I.D Music)	954713		12	39.0	Việt Nam	Rap Việt		
Nguyên Phan	954712		12	39.0	Việt Nam	Rock Việt		
Long X	102744		0		Việt Nam	V-Pop		
Rabbit Run	70000		12		Việt Nam	Rap Việt		
Nguyên Chương	954748		0	15.0	Việt Nam	V-Pop		
Hy Nam	70021		0	0.0	Việt Nam			
Ngọc Lam	70022		6	10.0	Việt Nam	Nhạc Tôn Giáo		
Cyrus Thiên Ân	790934		0		Việt Nam	Rap Việt	R&B Việt	
TiB	790935		0	35.0	Việt Nam	V-Pop		
Thanh Vũ	37302		6	33.0	Việt Nam	Nhạc Trữ Tình		
Kaka$hi	430522		12	47.0	Việt Nam	Rap Việt		
Trizzie Phương Trinh	902		6		Việt Nam	Nhạc Trữ Tình		
Guitarist Duy Phong	70101		0	39.0	Việt Nam	Nhạc Không Lời		
	2396631		0					
Xuân Ly	430594		6	10.0	Việt Nam			
ynghuy	987661		12		Việt Nam	V-Pop		
Hồng Duyên	70165		0	39.0	Việt Nam			
Bích Ngọc	70167		0		Việt Nam			
Grusi	1872416		0	0.0	Việt Nam	Dance Việt	EDM Việt	
Vantacrow	791073		12		Việt Nam	EDM Việt		
Mowf	791072		12		Việt Nam	Rap Việt		
Tinn	1970726		0	16.0	Việt Nam	Rap Việt	V-Pop	
Kwill	791071		12		Việt Nam	V-Pop	R&B Việt	
Lill Shin	37409		12	42.0	Việt Nam	Rap Việt		
Dược Sĩ Tiến	430646	Pop Ballad Flop	0	1.0	Việt Nam			
Thái An	791106		0	13.0	Việt Nam	V-Pop		
Dracol	1938008		0	38.0	Việt Nam	V-Pop	R&B Việt	
Nam Lê	1938048		0		Việt Nam	Rap Việt	V-Pop	
V.Sói	1053345		12		Việt Nam	Rap Việt	R&B Việt	
Huy KT	1872546		12		Việt Nam	Rap Việt		
Nguyễn Văn Hợp	70315		6		Việt Nam	Nhạc Dân Ca - Quê Hương	Cải Lương	
Minh Rio	791241		0	0.0	Việt Nam	V-Pop		
Đào Anh Thư	70358		6		Việt Nam	Nhạc Trữ Tình		
Anh Tài	4836	Pop sến loại 2	0	1.0	Việt Nam			
Hồ Đức Huy	70383		78		Việt Nam			
Ngô Duy Dương	1872647		0		Việt Nam	V-Pop		
Min Chu	791312		33	14.0	Việt Nam	V-Pop	Nhạc Thiếu Nhi	
Quang Lộc	70415		6	0.0	Việt Nam	Nhạc Trữ Tình		
Châu Tiến Kiệt	70476		6	33.0	Nhạc Trữ Tình	Việt Nam		
Đức Toàn	70475		6	33.0	Nhạc Trữ Tình	Việt Nam		
Huyền Hương	70474		0	39.0	Việt Nam	V-Pop		
DJ Phơ Nguyễn	103270		0	26.0	Việt Nam			
OnlyC Ft. Lou Hoàng	70527		0		Việt Nam			
Phan Thiên Ngân	5000	Pop 2000 sến	0		Việt Nam			
Nhóm 8X	5010		0		Việt Nam	Rap Việt		
Chánh Mạnh	5014	Pop 2000 sến	12		Việt Nam			
NovP	988088		0		Việt Nam	V-Pop		
Hồng Thắm	70629		6	7.0	Việt Nam			
Thảo Phương	70664		12	47.0	Việt Nam			
Quang Nhật	37932		6	16.0	Việt Nam			
Ngọc Tú	37938		8	15.0	Việt Nam	Nhạc Không Lời		
Bee.T	37954	Pop sôi động Flop	0		Việt Nam			
Davis	791643		12		Việt Nam	V-Pop	EDM Việt	
Ammy Minh Khuê	37985	Pop Ballad Flop	0	15.0	Việt Nam	V-Pop		
Tiểu Muội Màn Thầu	791650		0		Việt Nam	V-Pop		
Châu Phương Kỳ	5243	Pop 2000 sến	0	39.0	Việt Nam			
Trương Ái Tuyền	5248		0	39.0	Việt Nam	Nhạc Trữ Tình		
La Thăng (Huy Nam & Huy Khánh)	5251		0		Việt Nam			
DJ Hiếu Phan	431241		0	39.0	Việt Nam	Dance Việt		
DJ Nguyễn Đình Vũ	431242		0		Việt Nam			
KxK	1938591		0		Việt Nam	V-Pop	Rap Việt	
Bé Thoại Nghi	70824		33	14.0	Việt Nam	Nhạc Thiếu Nhi	Nhạc Tôn Giáo	
Tuấn Tú	1938642		0	5.0	Việt Nam	V-Pop		
Denn	791779		0	39.0	Việt Nam	V-Pop		
Hà My	1938661		0	39.0	Việt Nam	V-Pop		
Bé Thảo Vân	1021161		33	14.0	Việt Nam	Nhạc Thiếu Nhi		
Thanh Hải	70895		6	10.0	Việt Nam	Nhạc Trữ Tình		
Thanh Flame	1938673		0	39.0	Việt Nam	V-Pop		
Junki Trần Hòa	431347		0		Việt Nam	V-Pop		
Lộn Xộn	431350		0	27.0	Việt Nam			
Trương Cẩm Tú	431353		6		Việt Nam			
Sư Thầy Nhuận Thanh	431361		6	10.0	Việt Nam	Nhạc Tôn Giáo		
SRT Shine	431402	Pop sến loại 2	6	4.0	Việt Nam			
Khánh Bii	1971500		6		Việt Nam			
Rina Kpa	431404		6	4.0	Việt Nam			
Vang Quốc Hải	5430	Pop sến loại 2	6	10.0	Việt Nam			
The Air	431466		0		Việt Nam			
Vũ Hạnh Nguyên	5488		0		Việt Nam			
Bé Ruby	431474		33	14.0	Việt Nam			
Thanh Diễm	5493		6	39.0	Việt Nam			
Thúy Hạnh	5507		0	38.0	Việt Nam	Nhạc Trữ Tình		
Hoàng Hưng	5508	Pop 2000 sến	0	39.0	Việt Nam			
NSƯT Thu Huyền	5509		6	11.0	Việt Nam	Nhạc Dân Ca - Quê Hương		
Thanh Hằng	5516		6		Việt Nam			
Phạm Anh Thư	431521		6		Việt Nam	Nhạc Tôn Giáo		
Tuấn Đen	431525		0		Việt Nam			
Mạnh Mh	431526		0		Việt Nam			
Vũ Bảo	5542		6		Việt Nam			
Đoàn Ngọc Ánh	431562		6	4.0	Việt Nam			
Thiên Ngôn	103904		6	4.0	Việt Nam			
MadWind	792054		12	47.0	Việt Nam	V-Pop		
Rawbo Cassette Đỏ	792106		0		Việt Nam	Rap Việt		
Tạ Đình Nguyên	431670		6	33.0	Việt Nam	Nhạc Trữ Tình		
Việt Khôi	38459		6	10.0	Việt Nam			
Sshine	792132		12	47.0	Việt Nam	Rap Việt		
Bé Candy Ngọc Hà	792179		33	14.0	Việt Nam	Nhạc Thiếu Nhi		
Vương Thiên Bảo	792181	Pop sến loại 2	0	26.0	Việt Nam	V-Pop		
Lm. Xuân Đường	38517		6	10.0	Việt Nam	Nhạc Tôn Giáo		
300 Ca Sĩ	38521		0		Việt Nam			
Vũ Thành An	5758		6	18.0	Việt Nam	Nhạc Trữ Tình		
Kendy T	1939092		12	47.0	Việt Nam	V-Pop		
Mon Hoàng Anh	431775		0	26.0	Việt Nam			
Winner	431777		0	16.0	Việt Nam			
Hoàng Vinh	792248		0		Việt Nam	V-Pop		
CvP	1873613		12	0.0	Việt Nam	Rap Việt		
Pittu Quyên	431834		0	39.0	Việt Nam			
JvN	1873644		0		Việt Nam	V-Pop		
Tích Kỳ	1939181		0	39.0	Việt Nam	V-Pop		
Gấu	1939191		0	43.0	Việt Nam	Rap Việt		
Minh Nhật	71415		6	33.0	Việt Nam			
Hoàng Phong	431869		0	39.0	Việt Nam	Rap Việt		
Nguyễn Phi	1021695		0		Việt Nam	V-Pop		
Như Hải Yến	71429		6		Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Như Hana	71432		12		Việt Nam	Rap Việt		
JGun	2332447		0	5.0	Việt Nam	V-Pop		
Maria Trần	38689		6	18.0	Việt Nam			
Nguyễn Thương	104231		0		Việt Nam	V-Pop		
Thành Nam	431970		6		Việt Nam	V-Pop		
Cao Minh	792419		0		Việt Nam	V-Pop		
Củ Cải	432014		0	5.0	Việt Nam	Rap Việt		
Ba Chú Bộ Đội	432028	Pop miền Tây	0		Việt Nam			
Chiwawa	1447839		12	24.0				
FBand	71587	Pop Ballad Flop	0		Việt Nam			
Linh Miu	71586	Pop miền Tây	0	26.0	Việt Nam			
Khang Vĩnh Cường	6088	Pop 2000 sến	0	39.0	Việt Nam			
Tiến Luật	2267081		0	1.0	Việt Nam	Nhạc Phim	V-Pop	
Bé Bảo Thi	2267082		0	1.0	Việt Nam	Nhạc Phim	V-Pop	
Đoàn Khánh Đông	432075	Pop sến loại 2	0		Việt Nam			
Minh Chuyên	6092		0	13.0	Việt Nam	Nhạc Trữ Tình		
Gabriel	1021904		0	39.0	Việt Nam	V-Pop		
Phan Việt Hải	6107	Pop sến loại 2	0		Việt Nam			
Tikay	104416		12	47.0	Việt Nam	Rap Việt	V-Pop	
Young Flames	2234340		12	24.0	Rap Việt	Việt Nam		
Tô Phương Trang	6117	Pop 2000 sến	0		Việt Nam			
Đặng Ngọc Thái	2234342		0	31.0	V-Pop	Việt Nam		
Yahy	2136054		0		Việt Nam			
Hồ Tiến Đạt	104447		0	39.0	Việt Nam			
DJ Phạm Thành	792578		0	26.0	Việt Nam	Dance Việt		
DJ Lê Đình Thọ	792579		0	26.0	Việt Nam	Dance Việt		
Solty	792580		12	36.0	Việt Nam	Rap Việt		
Tài Lê	792581		12		Việt Nam	Rap Việt		
Bỉ Ngạn Nương	432142	Pop sến loại 2	0	39.0	Việt Nam			
Diễm Liên	6166		6	18.0	Việt Nam	Nhạc Trữ Tình	Nhạc Cách Mạng	
Thái Hà	6167		6		Việt Nam	Nhạc Trữ Tình		
Thanh Phương	6171		6	12.0	Việt Nam			
Bé Diệu Anh	432166		33	14.0	Việt Nam	Nhạc Thiếu Nhi		
Tuấn Cảnh	432167		0	39.0	Việt Nam	V-Pop		
Danh Hài Thúy Nga	6186		6		Việt Nam			
Sơn Bolero	71744		6		Việt Nam	Nhạc Trữ Tình		
Evy	432196		12	47.0	Việt Nam	V-Pop		
SamD	38982		12	47.0	Việt Nam	Rap Việt		
Mỹ Thu	7748		6	7.0	Việt Nam	Cải Lương		
Võ Tá Hân	38990		8	3.0	Nhạc Không Lời	Việt Nam	Guitar	Hòa Tấu
NSND Quốc Hưng	6234		6	12.0	Việt Nam	Nhạc Trữ Tình		
Huyền Dung	432225		0	39.0	Việt Nam			
The Bell Kids	71785		33	14.0	Việt Nam	Nhạc Thiếu Nhi		
Dank Lee	71789		12	19.0	Việt Nam	V-Pop		
Ngọc Thảo	6256		0		Việt Nam			
DJ Teejay	39038		0	39.0	Việt Nam	Dance Việt		
Duy Sang	71809		6		Việt Nam	Nhạc Trữ Tình	Nhạc Dân Ca - Quê Hương	
Bé Quỳnh Nhi	792715		6	23.0	Việt Nam	Nhạc Thiếu Nhi	Nhạc Trữ Tình	
Nguyễn Thư Kỳ	432272		33		Việt Nam	Nhạc Thiếu Nhi		
Minh Chiến	432275		0		Việt Nam	Nhạc Thiếu Nhi		
Thùy Hương Bolero	956568		6	10.0	Việt Nam	Nhạc Trữ Tình		
Trinh Nguyễn	6294		0	0.0	Việt Nam			
SJii	956571		12		Việt Nam	Rap Việt		
Trần Trung Đức	6327	Pop Ballad Flop	0		Việt Nam			
Ngọc Sáng	71875		6	10.0	Việt Nam	Nhạc Cách Mạng		
Lilly Nguyen	1939673		0	39.0	Việt Nam	V-Pop		
Sang Head	956647		12		Việt Nam	Rap Việt		
Thiên Phong	956649		12	0.0	Việt Nam	Rap Việt		
Captain	2267379		12	0.0	Việt Nam	Rap Việt	V-Pop	
Tiến Vĩnh	432376		6		Việt Nam	Nhạc Trữ Tình		
Bé Thảo Nguyên	71932		33	15.0	Việt Nam	Nhạc Thiếu Nhi		
Nguyễn Hương Ly	6397		6	0.0	Việt Nam			
Lê Nguyệt Anh	39199	Pop sến loại 2	6	4.0	Việt Nam			
Rubyn	39200		12	42.0	Việt Nam	Rap Việt		
Lee Phú Quý	71984	Pop sến loại 2	0	39.0	Việt Nam	V-Pop		
Mai Anh Quý	72009	Pop sến loại 2	0	39.0	Việt Nam			
Thái Ngân	432464		6	4.0	Việt Nam			
Đình Tú	432465		6	4.0	Việt Nam			
QT Beatz	792956	Pop miền Tây	0		Việt Nam	EDM Việt		
A10T	792971		0		Việt Nam	R&B Việt	Rap Việt	
Sun DA	792975		0	26.0	Việt Nam	R&B Việt	V-Pop	
Đức Kim	432553		6		Việt Nam	Nhạc Trữ Tình		
Băng Châu Trần	72118	Pop 2000 sến	0	39.0	Việt Nam			
JinJu Shin	432570		6	4.0	Việt Nam			
Henry Ngọc Thạch	793029		0	0.0	Việt Nam	V-Pop		
Suri Phương Anh	432586		33	14.0	Việt Nam	Nhạc Thiếu Nhi		
Nguyễn Phương Thanh	39391		6	23.0	Việt Nam	Nhạc Dân Ca - Quê Hương		
Anh Thư	72162		0	5.0	Việt Nam			
Phạm Trúng	1153520		0	39.0	Việt Nam	V-Pop		
RED	1153531		12	46.0	Việt Nam	Rap Việt		
Na	1907224		0		Việt Nam	V-Pop	R&B Việt	
Trịnh Phong	105013	Pop sến loại 2	0		Việt Nam			
Linh Na	105052	Pop 2000 sến	0	39.0	Việt Nam			
Thanh Xuyên	105103		6	34.0	Việt Nam	Nhạc Trữ Tình		
Nguyễn Hồng Giang	432786		12	47.0	Việt Nam			
Bằng Việt Nguyễn	432787	Pop sến loại 2	0		Việt Nam	Nhạc Phim		
Hùng Điệp	432792		6	0.0	Việt Nam	Nhạc Trữ Tình		
Gia Tiến	432793		6		Việt Nam	Nhạc Trữ Tình		
Thiện Vũ	432794		6	16.0	Việt Nam	Nhạc Trữ Tình		
Đức Thỏa	432795		6		Việt Nam	Nhạc Trữ Tình		
Hồ Thảo Nguyên	662172		33	0.0	Việt Nam	Nhạc Thiếu Nhi		
Hồ Quốc Bửu	432796		6		Việt Nam	Nhạc Trữ Tình		
Mai Chí Công	105124		0	0.0	Việt Nam	Nhạc Thiếu Nhi	V-Pop	
Kiến Thành	6832		33	14.0	Việt Nam	Nhạc Trữ Tình		
Kevin Triệu	6833	Pop 2000 sến	0	39.0	Việt Nam	Hoa Ngữ	Trung Quốc	
Hậu Vi	105140		12	47.0	Việt Nam	Rap Việt		
Kim Phóng	105144		6	15.0	Việt Nam	Nhạc Trữ Tình		
Thảo Hân	105147		6		Việt Nam	Nhạc Trữ Tình		
Phương Cần	105148		6		Việt Nam	Nhạc Trữ Tình		
Javix	72391		0		Việt Nam	V-Pop		
Bùi Thành Lộc	105161		0	39.0	Việt Nam			
DươngK	72394		0		Việt Nam	Dance Việt		
Lưu Minh Tuấn	6862	Pop sến loại 2	0	22.0	Việt Nam			
Refund Band	989956		12	47.0	Việt Nam	V-Pop		
Trường Linh Võ	105220		0		Việt Nam			
HY	1940231		0	39.0	Việt Nam	Rap Việt		
Vĩnh Hoàng	1940232		12		Việt Nam	Rap Việt		
Bé Thanh Ngân	432923		33	2.0	Việt Nam	Nhạc Thiếu Nhi		
Hoài Nhung	105260		6		Việt Nam	Nhạc Trữ Tình		
Linda Hương	72491		6	0.0	Việt Nam	Nhạc Trữ Tình		
S.O	6961		12		Rap Việt	Việt Nam		
Trang	2038589		0		V-Pop	Việt Nam		
Ngọc Thủy	39758		0		Việt Nam	Nhạc Trữ Tình		
Ngọc Hồng	72533		6		Việt Nam	Nhạc Dân Ca - Quê Hương		
Hồ Minh Ngọc	990062		0	1.0	Việt Nam	V-Pop		
Huỳnh Như	72572		6	33.0	Việt Nam	Nhạc Trữ Tình		
Trương Đình	72584	Pop sến loại 2	0	26.0	Việt Nam	V-Pop		
Konis Williams	2071446		0	5.0	Việt Nam	Rap Việt		
Trương Vinh	2071451		0	32.0	V-Pop	Việt Nam		
Châu Nhật Minh	39851		6		Việt Nam			
Trương Bảo Xuyên	39866		6		Việt Nam			
Hiền Sến	433101		0		Việt Nam			
Thu Hòa	72659		12		Việt Nam			
Quốc Anh	793572		0	0.0	Việt Nam	Rap Việt		
Huỳnh Gia Đạt	793573		6		Việt Nam	V-Pop	EDM Việt	
Phạm Anh Tuấn	793593		6	29.0	Việt Nam	Nhạc Dân Ca - Quê Hương	V-Pop	
Châu Thanh Phong	39936		0		Việt Nam			
Khoa Đăng	7177	Pop sến loại 2	0	39.0	Việt Nam	V-Pop		
3 Chú Bộ Đội	105505		0	39.0	Việt Nam			
XBand	7221	Pop 2000 sến	0	39.0	Việt Nam			
Tài Nguyễn	72759		6		Việt Nam			
T.I.N	7233		12		Việt Nam	Rap Việt		
Ken Tamz	105540		12	19.0	Việt Nam	Rap Việt		
TINO FT. KOP	105551		12	19.0	Việt Nam	Rap Việt		
Huỳnh Lộc	7257	Pop sến loại 2	6	12.0	Việt Nam			
Bé Trà My	40027		0		Việt Nam	Nhạc Thiếu Nhi		
Ken Văn	2006109		0	31.0	Việt Nam	V-Pop	Rap Việt	
Minh Khang	72798		33	0.0	Việt Nam	Nhạc Thiếu Nhi		
Phan TK	2006111		0	31.0	Việt Nam	V-Pop	Rap Việt	
Triệu Quang Hà	72805		6		Việt Nam	Nhạc Trữ Tình		
Trương Trần Anh Duy	433259	Pop sến loại 2	0	39.0	Việt Nam	V-Pop		
Thanh Tòng	7295		6	7.0	Việt Nam	Cải Lương		
Trường Sơn	7298		0	5.0	Việt Nam	Cải Lương		
Thanh Hương	7303		6	7.0	Việt Nam	Cải Lương		
Nhã Thi	40083		6	7.0	Nhạc Trữ Tình	Việt Nam		
Đăng Khoa 2	7324		0	0.0	Việt Nam			
Hậu Bùi	1940638		0		Việt Nam	V-Pop		
Dương Nhân Trung	105637		6		Việt Nam			
Ba Vân	7334		6	0.0	Việt Nam	Cải Lương		
Thanh Thanh Hoa	7341		6	7.0	Việt Nam	Cải Lương		
NSƯT Út Bạch Lan	7344		6	7.0	Việt Nam	Cải Lương		
Khang Blue	2235579		0		V-Pop	Việt Nam		
Minh Điển	7353		6	7.0	Việt Nam	Cải Lương		
Nam Hùng	7352	Pop sến loại 2	6	15.0	Việt Nam			
Vũ Thanh	72896		6	7.0	Việt Nam	Nhạc Dân Ca - Quê Hương	Cải Lương	
Khánh Phương	72897		6	7.0	Việt Nam	Nhạc Dân Ca - Quê Hương	Cải Lương	
Bé Anh Thư	105666		33		Việt Nam			
Khánh An	793795		6	13.0	Việt Nam	V-Pop		
Ronniboi	793799		0	27.0	Việt Nam	V-Pop	R&B Việt	
Small D	793800		0	27.0	Việt Nam	V-Pop	R&B Việt	
xolitxo	1875144		12	46.0	Việt Nam	Rap Việt		
Dustin NGO	1875146		12	46.0	Việt Nam	Rap Việt		
mess.	1875147		12	46.0	Việt Nam	Rap Việt	R&B Việt	V-Pop
Giang Châu	7379		6	7.0	Việt Nam	Cải Lương		
Năm Châu	7384		6		Việt Nam	Cải Lương		
Đào Trọng Hải	105689		6		Việt Nam	Nhạc Trữ Tình		
Karrot	2006234		0		Việt Nam	Rap Việt		
Hà Mỹ Xuân	7387		6		Việt Nam	Cải Lương		
Phương Bình	7389		6	7.0	Việt Nam	Cải Lương		
Mỹ Trinh	7385		6	15.0	Việt Nam	Cải Lương		
NSUT Thanh Nguyệt	7394		6	7.0	Việt Nam	Cải Lương		
Đức Lợi	7396		6	7.0	Việt Nam	Cải Lương		
Kim Thoa	7399		6		Việt Nam	Nhạc Trữ Tình	Cải Lương	
Ngọc Nuôi	7402		6		Việt Nam	Cải Lương		
Đỗ Thành Duy	2366702		0		Việt Nam	V-Pop		
Lộ Lộ	2006254		6	7.0	Việt Nam	Nhạc Trữ Tình	V-Pop	Dance Việt
Giàng Hoa	72942	Tây nguyên	6	12.0	Việt Nam			
Uyên Betty	72958		12		Việt Nam			
Uyên Pím (Bệt Band)	72960	Indie Ballad	12	37.0	Việt Nam			
NinjaZ	1875210		0	35.0	Việt Nam	Rap Việt	V-Pop	
Nguyễn Vĩ	1875211		0		Việt Nam	V-Pop		
Myhai	2170131		0		Việt Nam			
Ducpham.	433433		0	39.0	Việt Nam			
Anngo	630044		0	39.0	Việt Nam	Rap Việt		
Bảo An	73000		0	39.0	Việt Nam	Nhạc Thiếu Nhi		
Thắng Ca	433459	Pop sến loại 2	0	39.0	Việt Nam			
Huy Cung	630068		0		Việt Nam			
Hero Band	7475	Pop 2000 sến	0	39.0	Việt Nam			
Đào Tiến Lợi	73018		6	0.0	Việt Nam	Nhạc Trữ Tình	Nhạc Cách Mạng	
Bé Ngọc Giàu	73020		33	14.0	Việt Nam	Nhạc Thiếu Nhi		
Lý Kiến Hào	73021		6	39.0	Việt Nam			
Hoàng Nhất Thiên	7495		0	39.0	Việt Nam			
Trugz	2071893		0		V-Pop	Việt Nam		
Luna Band	105818		0	39.0	Việt Nam			
Châu Thanh	7514		6	7.0	Việt Nam	Cải Lương		
Bé Gia Phúc	105823		6	8.0	Việt Nam	Nhạc Dân Ca - Quê Hương		
Bé Nhã Kỳ	105824		33	14.0	Việt Nam	Nhạc Dân Ca - Quê Hương		
T.L	40290		12	19.0	Việt Nam			
Lãnh Cung	2006373		0	5.0	Việt Nam	V-Pop		
B.O	2039145		0		V-Pop	Việt Nam		
